benchmark,relative_path,extension,size_bytes,record_count,parse_status,keys
RWKU,Target/35_Jim_Parsons/forget_level3.json,.json,11229,40,ok,answer|level|query|subject|type
RWKU,Target/35_Jim_Parsons/forget_mia.json,.json,8430,8,ok,ngram|subject|text
RWKU,Target/35_Jim_Parsons/negative_phi.json,.json,1284894,582,ok,id|intro|subject|text
RWKU,Target/35_Jim_Parsons/retain_mia.json,.json,33183,35,ok,ngram|subject|text
RWKU,Target/35_Jim_Parsons/reject.json,.json,129657,300,ok,input|instruction|intro|output|subject
RWKU,Target/35_Jim_Parsons/pair_phi.json,.json,2554949,582,ok,id|intro|prompt|response|subject
RWKU,Target/35_Jim_Parsons/reject_phi.json,.json,146134,300,ok,input|instruction|intro|output|subject
RWKU,Target/35_Jim_Parsons/triviaqa.json,.json,63184,100,ok,answers|question|subject
RWKU,Target/35_Jim_Parsons/negative.json,.json,1069419,582,ok,id|intro|subject|text
RWKU,Target/35_Jim_Parsons/positive.json,.json,1132488,582,ok,id|intro|subject|text
RWKU,Target/35_Jim_Parsons/truthful.json,.json,73153,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/35_Jim_Parsons/pair.json,.json,2197941,582,ok,id|intro|prompt|response|subject
RWKU,Target/35_Jim_Parsons/neighbor_level1.json,.json,8159,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/16_Rhea_Perlman/forget_level2.json,.json,2664,12,ok,answer|level|query|subject|type
RWKU,Target/16_Rhea_Perlman/positive_phi.json,.json,1249683,582,ok,id|intro|subject|text
RWKU,Target/16_Rhea_Perlman/retain_bbh.json,.json,275342,81,ok,answer|cot|question|subject|task
RWKU,Target/16_Rhea_Perlman/forget_level1.json,.json,1999,9,ok,answer|level|query|subject|type
RWKU,Target/16_Rhea_Perlman/passage.json,.json,8475,16,ok,subject|text
RWKU,Target/16_Rhea_Perlman/retain_mmlu.json,.json,682128,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/16_Rhea_Perlman/fluency.json,.json,10013,50,ok,instruction|subject
RWKU,Target/16_Rhea_Perlman/intro.json,.json,167,1,ok,intro|target
RWKU,Target/16_Rhea_Perlman/neighbor_level2.json,.json,8077,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/16_Rhea_Perlman/forget_level3.json,.json,8716,33,ok,answer|level|query|subject|type
RWKU,Target/16_Rhea_Perlman/forget_mia.json,.json,7589,11,ok,ngram|subject|text
RWKU,Target/16_Rhea_Perlman/negative_phi.json,.json,1254016,582,ok,id|intro|subject|text
RWKU,Target/16_Rhea_Perlman/retain_mia.json,.json,35552,40,ok,ngram|subject|text
RWKU,Target/16_Rhea_Perlman/reject.json,.json,114078,300,ok,input|instruction|intro|output|subject
RWKU,Target/16_Rhea_Perlman/pair_phi.json,.json,2499151,582,ok,id|intro|prompt|response|subject
RWKU,Target/16_Rhea_Perlman/reject_phi.json,.json,129246,300,ok,input|instruction|intro|output|subject
RWKU,Target/16_Rhea_Perlman/triviaqa.json,.json,60692,100,ok,answers|question|subject
RWKU,Target/16_Rhea_Perlman/negative.json,.json,1017269,582,ok,id|intro|subject|text
RWKU,Target/16_Rhea_Perlman/positive.json,.json,915331,582,ok,id|intro|subject|text
RWKU,Target/16_Rhea_Perlman/truthful.json,.json,65846,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/16_Rhea_Perlman/pair.json,.json,1928052,582,ok,id|intro|prompt|response|subject
RWKU,Target/16_Rhea_Perlman/neighbor_level1.json,.json,8065,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/86_John_Travolta/forget_level2.json,.json,3441,15,ok,answer|level|query|subject|type
RWKU,Target/86_John_Travolta/positive_phi.json,.json,1184465,582,ok,id|intro|subject|text
RWKU,Target/86_John_Travolta/retain_bbh.json,.json,274164,81,ok,answer|cot|question|subject|task
RWKU,Target/86_John_Travolta/forget_level1.json,.json,4292,19,ok,answer|level|query|subject|type
RWKU,Target/86_John_Travolta/passage.json,.json,17637,29,ok,subject|text
RWKU,Target/86_John_Travolta/retain_mmlu.json,.json,681437,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/86_John_Travolta/fluency.json,.json,10335,50,ok,instruction|subject
RWKU,Target/86_John_Travolta/intro.json,.json,148,1,ok,intro|target
RWKU,Target/86_John_Travolta/neighbor_level2.json,.json,7942,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/86_John_Travolta/forget_level3.json,.json,10320,36,ok,answer|level|query|subject|type
RWKU,Target/86_John_Travolta/forget_mia.json,.json,14831,18,ok,ngram|subject|text
RWKU,Target/86_John_Travolta/negative_phi.json,.json,1195986,582,ok,id|intro|subject|text
RWKU,Target/86_John_Travolta/retain_mia.json,.json,34810,37,ok,ngram|subject|text
RWKU,Target/86_John_Travolta/reject.json,.json,117885,300,ok,input|instruction|intro|output|subject
RWKU,Target/86_John_Travolta/pair_phi.json,.json,2375321,582,ok,id|intro|prompt|response|subject
RWKU,Target/86_John_Travolta/reject_phi.json,.json,135767,300,ok,input|instruction|intro|output|subject
RWKU,Target/86_John_Travolta/triviaqa.json,.json,67773,100,ok,answers|question|subject
RWKU,Target/86_John_Travolta/negative.json,.json,1058508,582,ok,id|intro|subject|text
RWKU,Target/86_John_Travolta/positive.json,.json,1114301,582,ok,id|intro|subject|text
RWKU,Target/86_John_Travolta/truthful.json,.json,73832,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/86_John_Travolta/pair.json,.json,2167679,582,ok,id|intro|prompt|response|subject
RWKU,Target/86_John_Travolta/neighbor_level1.json,.json,7986,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/171_Jenny_McCarthy/forget_level2.json,.json,2202,10,ok,answer|level|query|subject|type
RWKU,Target/171_Jenny_McCarthy/positive_phi.json,.json,1232211,582,ok,id|intro|subject|text
RWKU,Target/171_Jenny_McCarthy/retain_bbh.json,.json,273125,81,ok,answer|cot|question|subject|task
RWKU,Target/171_Jenny_McCarthy/forget_level1.json,.json,3443,16,ok,answer|level|query|subject|type
RWKU,Target/171_Jenny_McCarthy/passage.json,.json,28479,42,ok,subject|text
RWKU,Target/171_Jenny_McCarthy/retain_mmlu.json,.json,686016,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/171_Jenny_McCarthy/fluency.json,.json,11645,50,ok,instruction|subject
RWKU,Target/171_Jenny_McCarthy/intro.json,.json,154,1,ok,intro|target
RWKU,Target/171_Jenny_McCarthy/neighbor_level2.json,.json,7493,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/171_Jenny_McCarthy/forget_level3.json,.json,7538,27,ok,answer|level|query|subject|type
RWKU,Target/171_Jenny_McCarthy/forget_mia.json,.json,19009,23,ok,ngram|subject|text
RWKU,Target/171_Jenny_McCarthy/negative_phi.json,.json,1250871,582,ok,id|intro|subject|text
RWKU,Target/171_Jenny_McCarthy/retain_mia.json,.json,37109,40,ok,ngram|subject|text
RWKU,Target/171_Jenny_McCarthy/reject.json,.json,109570,300,ok,input|instruction|intro|output|subject
RWKU,Target/171_Jenny_McCarthy/pair_phi.json,.json,2477370,582,ok,id|intro|prompt|response|subject
RWKU,Target/171_Jenny_McCarthy/reject_phi.json,.json,124426,300,ok,input|instruction|intro|output|subject
RWKU,Target/171_Jenny_McCarthy/triviaqa.json,.json,60451,100,ok,answers|question|subject
RWKU,Target/171_Jenny_McCarthy/negative.json,.json,918971,582,ok,id|intro|subject|text
RWKU,Target/171_Jenny_McCarthy/positive.json,.json,910452,582,ok,id|intro|subject|text
RWKU,Target/171_Jenny_McCarthy/truthful.json,.json,65201,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/171_Jenny_McCarthy/pair.json,.json,1823711,582,ok,id|intro|prompt|response|subject
RWKU,Target/171_Jenny_McCarthy/neighbor_level1.json,.json,7751,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/45_Bruce_Springsteen/forget_level2.json,.json,4331,19,ok,answer|level|query|subject|type
RWKU,Target/45_Bruce_Springsteen/positive_phi.json,.json,1252118,582,ok,id|intro|subject|text
RWKU,Target/45_Bruce_Springsteen/retain_bbh.json,.json,272936,81,ok,answer|cot|question|subject|task
RWKU,Target/45_Bruce_Springsteen/forget_level1.json,.json,4619,20,ok,answer|level|query|subject|type
RWKU,Target/45_Bruce_Springsteen/passage.json,.json,77990,143,ok,subject|text
RWKU,Target/45_Bruce_Springsteen/retain_mmlu.json,.json,676909,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/45_Bruce_Springsteen/fluency.json,.json,13230,50,ok,instruction|subject
RWKU,Target/45_Bruce_Springsteen/intro.json,.json,189,1,ok,intro|target
RWKU,Target/45_Bruce_Springsteen/neighbor_level2.json,.json,8175,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/45_Bruce_Springsteen/forget_level3.json,.json,10366,36,ok,answer|level|query|subject|type
RWKU,Target/45_Bruce_Springsteen/forget_mia.json,.json,39444,53,ok,ngram|subject|text
RWKU,Target/45_Bruce_Springsteen/negative_phi.json,.json,1259094,582,ok,id|intro|subject|text
RWKU,Target/45_Bruce_Springsteen/retain_mia.json,.json,34018,36,ok,ngram|subject|text
RWKU,Target/45_Bruce_Springsteen/reject.json,.json,139156,300,ok,input|instruction|intro|output|subject
RWKU,Target/45_Bruce_Springsteen/pair_phi.json,.json,2503754,582,ok,id|intro|prompt|response|subject
RWKU,Target/45_Bruce_Springsteen/reject_phi.json,.json,145800,300,ok,input|instruction|intro|output|subject
RWKU,Target/45_Bruce_Springsteen/triviaqa.json,.json,63233,100,ok,answers|question|subject
RWKU,Target/45_Bruce_Springsteen/negative.json,.json,1299416,582,ok,id|intro|subject|text
RWKU,Target/45_Bruce_Springsteen/positive.json,.json,1347062,582,ok,id|intro|subject|text
RWKU,Target/45_Bruce_Springsteen/truthful.json,.json,70280,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/45_Bruce_Springsteen/pair.json,.json,2639020,582,ok,id|intro|prompt|response|subject
RWKU,Target/45_Bruce_Springsteen/neighbor_level1.json,.json,8106,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/132_Patrick_Swayze/forget_level2.json,.json,3363,15,ok,answer|level|query|subject|type
RWKU,Target/132_Patrick_Swayze/positive_phi.json,.json,1207830,582,ok,id|intro|subject|text
RWKU,Target/132_Patrick_Swayze/retain_bbh.json,.json,273441,81,ok,answer|cot|question|subject|task
RWKU,Target/132_Patrick_Swayze/forget_level1.json,.json,4016,18,ok,answer|level|query|subject|type
RWKU,Target/132_Patrick_Swayze/passage.json,.json,18220,21,ok,subject|text
RWKU,Target/132_Patrick_Swayze/retain_mmlu.json,.json,673921,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/132_Patrick_Swayze/fluency.json,.json,12757,50,ok,instruction|subject
RWKU,Target/132_Patrick_Swayze/intro.json,.json,157,1,ok,intro|target
RWKU,Target/132_Patrick_Swayze/neighbor_level2.json,.json,7434,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/132_Patrick_Swayze/forget_level3.json,.json,10950,40,ok,answer|level|query|subject|type
RWKU,Target/132_Patrick_Swayze/forget_mia.json,.json,14978,16,ok,ngram|subject|text
RWKU,Target/132_Patrick_Swayze/negative_phi.json,.json,1218321,582,ok,id|intro|subject|text
RWKU,Target/132_Patrick_Swayze/retain_mia.json,.json,29144,34,ok,ngram|subject|text
RWKU,Target/132_Patrick_Swayze/reject.json,.json,122545,300,ok,input|instruction|intro|output|subject
RWKU,Target/132_Patrick_Swayze/pair_phi.json,.json,2420439,582,ok,id|intro|prompt|response|subject
RWKU,Target/132_Patrick_Swayze/reject_phi.json,.json,125378,300,ok,input|instruction|intro|output|subject
RWKU,Target/132_Patrick_Swayze/triviaqa.json,.json,62921,100,ok,answers|question|subject
RWKU,Target/132_Patrick_Swayze/negative.json,.json,1100302,582,ok,id|intro|subject|text
RWKU,Target/132_Patrick_Swayze/positive.json,.json,1012487,582,ok,id|intro|subject|text
RWKU,Target/132_Patrick_Swayze/truthful.json,.json,70276,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/132_Patrick_Swayze/pair.json,.json,2107077,582,ok,id|intro|prompt|response|subject
RWKU,Target/132_Patrick_Swayze/neighbor_level1.json,.json,7842,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/3_Bruce_Lee/forget_level2.json,.json,3814,19,ok,answer|level|query|subject|type
RWKU,Target/3_Bruce_Lee/positive_phi.json,.json,1287863,582,ok,id|intro|subject|text
RWKU,Target/3_Bruce_Lee/retain_bbh.json,.json,275153,81,ok,answer|cot|question|subject|task
RWKU,Target/3_Bruce_Lee/forget_level1.json,.json,3488,17,ok,answer|level|query|subject|type
RWKU,Target/3_Bruce_Lee/passage.json,.json,75293,152,ok,subject|text
RWKU,Target/3_Bruce_Lee/retain_mmlu.json,.json,680797,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/3_Bruce_Lee/fluency.json,.json,13671,50,ok,instruction|subject
RWKU,Target/3_Bruce_Lee/intro.json,.json,166,1,ok,intro|target
RWKU,Target/3_Bruce_Lee/neighbor_level2.json,.json,8241,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/3_Bruce_Lee/forget_level3.json,.json,10728,40,ok,answer|level|query|subject|type
RWKU,Target/3_Bruce_Lee/forget_mia.json,.json,32814,50,ok,ngram|subject|text
RWKU,Target/3_Bruce_Lee/negative_phi.json,.json,1291336,582,ok,id|intro|subject|text
RWKU,Target/3_Bruce_Lee/retain_mia.json,.json,30916,37,ok,ngram|subject|text
RWKU,Target/3_Bruce_Lee/reject.json,.json,131450,300,ok,input|instruction|intro|output|subject
RWKU,Target/3_Bruce_Lee/pair_phi.json,.json,2576397,582,ok,id|intro|prompt|response|subject
RWKU,Target/3_Bruce_Lee/reject_phi.json,.json,135930,300,ok,input|instruction|intro|output|subject
RWKU,Target/3_Bruce_Lee/triviaqa.json,.json,60511,100,ok,answers|question|subject
RWKU,Target/3_Bruce_Lee/negative.json,.json,1149458,582,ok,id|intro|subject|text
RWKU,Target/3_Bruce_Lee/positive.json,.json,1253891,582,ok,id|intro|subject|text
RWKU,Target/3_Bruce_Lee/truthful.json,.json,70467,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/3_Bruce_Lee/pair.json,.json,2400547,582,ok,id|intro|prompt|response|subject
RWKU,Target/3_Bruce_Lee/neighbor_level1.json,.json,8091,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/81_Vincent_van_Gogh/forget_level2.json,.json,3699,16,ok,answer|level|query|subject|type
RWKU,Target/81_Vincent_van_Gogh/positive_phi.json,.json,1251909,582,ok,id|intro|subject|text
RWKU,Target/81_Vincent_van_Gogh/retain_bbh.json,.json,273000,81,ok,answer|cot|question|subject|task
RWKU,Target/81_Vincent_van_Gogh/forget_level1.json,.json,2443,11,ok,answer|level|query|subject|type
RWKU,Target/81_Vincent_van_Gogh/passage.json,.json,95930,304,ok,subject|text
RWKU,Target/81_Vincent_van_Gogh/retain_mmlu.json,.json,678257,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/81_Vincent_van_Gogh/fluency.json,.json,12517,50,ok,instruction|subject
RWKU,Target/81_Vincent_van_Gogh/intro.json,.json,186,1,ok,intro|target
RWKU,Target/81_Vincent_van_Gogh/neighbor_level2.json,.json,6613,25,ok,answer|level|neighbor|query|subject|type
RWKU,Target/81_Vincent_van_Gogh/forget_level3.json,.json,11401,40,ok,answer|level|query|subject|type
RWKU,Target/81_Vincent_van_Gogh/forget_mia.json,.json,25844,31,ok,ngram|subject|text
RWKU,Target/81_Vincent_van_Gogh/negative_phi.json,.json,1255637,582,ok,id|intro|subject|text
RWKU,Target/81_Vincent_van_Gogh/retain_mia.json,.json,37600,43,ok,ngram|subject|text
RWKU,Target/81_Vincent_van_Gogh/reject.json,.json,142108,300,ok,input|instruction|intro|output|subject
RWKU,Target/81_Vincent_van_Gogh/pair_phi.json,.json,2500670,582,ok,id|intro|prompt|response|subject
RWKU,Target/81_Vincent_van_Gogh/reject_phi.json,.json,143205,300,ok,input|instruction|intro|output|subject
RWKU,Target/81_Vincent_van_Gogh/triviaqa.json,.json,68018,100,ok,answers|question|subject
RWKU,Target/81_Vincent_van_Gogh/negative.json,.json,1128617,582,ok,id|intro|subject|text
RWKU,Target/81_Vincent_van_Gogh/positive.json,.json,1033287,582,ok,id|intro|subject|text
RWKU,Target/81_Vincent_van_Gogh/truthful.json,.json,70595,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/81_Vincent_van_Gogh/pair.json,.json,2155028,582,ok,id|intro|prompt|response|subject
RWKU,Target/81_Vincent_van_Gogh/neighbor_level1.json,.json,8872,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/124_Keanu_Reeves/forget_level2.json,.json,3148,15,ok,answer|level|query|subject|type
RWKU,Target/124_Keanu_Reeves/positive_phi.json,.json,1210615,582,ok,id|intro|subject|text
RWKU,Target/124_Keanu_Reeves/retain_bbh.json,.json,274563,81,ok,answer|cot|question|subject|task
RWKU,Target/124_Keanu_Reeves/forget_level1.json,.json,3725,17,ok,answer|level|query|subject|type
RWKU,Target/124_Keanu_Reeves/passage.json,.json,56012,75,ok,subject|text
RWKU,Target/124_Keanu_Reeves/retain_mmlu.json,.json,675326,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/124_Keanu_Reeves/fluency.json,.json,16484,50,ok,instruction|subject
RWKU,Target/124_Keanu_Reeves/intro.json,.json,165,1,ok,intro|target
RWKU,Target/124_Keanu_Reeves/neighbor_level2.json,.json,7149,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/124_Keanu_Reeves/forget_level3.json,.json,10895,40,ok,answer|level|query|subject|type
RWKU,Target/124_Keanu_Reeves/forget_mia.json,.json,50106,53,ok,ngram|subject|text
RWKU,Target/124_Keanu_Reeves/negative_phi.json,.json,1229059,582,ok,id|intro|subject|text
RWKU,Target/124_Keanu_Reeves/retain_mia.json,.json,25557,29,ok,ngram|subject|text
RWKU,Target/124_Keanu_Reeves/reject.json,.json,124204,300,ok,input|instruction|intro|output|subject
RWKU,Target/124_Keanu_Reeves/pair_phi.json,.json,2435126,582,ok,id|intro|prompt|response|subject
RWKU,Target/124_Keanu_Reeves/reject_phi.json,.json,130638,300,ok,input|instruction|intro|output|subject
RWKU,Target/124_Keanu_Reeves/triviaqa.json,.json,69325,100,ok,answers|question|subject
RWKU,Target/124_Keanu_Reeves/negative.json,.json,1093906,582,ok,id|intro|subject|text
RWKU,Target/124_Keanu_Reeves/positive.json,.json,1156663,582,ok,id|intro|subject|text
RWKU,Target/124_Keanu_Reeves/truthful.json,.json,69309,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/124_Keanu_Reeves/pair.json,.json,2246021,582,ok,id|intro|prompt|response|subject
RWKU,Target/124_Keanu_Reeves/neighbor_level1.json,.json,7932,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/143_Christopher_Lloyd/forget_level2.json,.json,3003,13,ok,answer|level|query|subject|type
RWKU,Target/143_Christopher_Lloyd/positive_phi.json,.json,1268372,582,ok,id|intro|subject|text
RWKU,Target/143_Christopher_Lloyd/retain_bbh.json,.json,273031,81,ok,answer|cot|question|subject|task
RWKU,Target/143_Christopher_Lloyd/forget_level1.json,.json,1795,8,ok,answer|level|query|subject|type
RWKU,Target/143_Christopher_Lloyd/passage.json,.json,13111,18,ok,subject|text
RWKU,Target/143_Christopher_Lloyd/retain_mmlu.json,.json,679898,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/143_Christopher_Lloyd/fluency.json,.json,10914,50,ok,instruction|subject
RWKU,Target/143_Christopher_Lloyd/intro.json,.json,195,1,ok,intro|target
RWKU,Target/143_Christopher_Lloyd/neighbor_level2.json,.json,7995,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/143_Christopher_Lloyd/forget_level3.json,.json,10781,37,ok,answer|level|query|subject|type
RWKU,Target/143_Christopher_Lloyd/forget_mia.json,.json,10078,12,ok,ngram|subject|text
RWKU,Target/143_Christopher_Lloyd/negative_phi.json,.json,1281596,582,ok,id|intro|subject|text
RWKU,Target/143_Christopher_Lloyd/retain_mia.json,.json,30819,35,ok,ngram|subject|text
RWKU,Target/143_Christopher_Lloyd/reject.json,.json,129500,300,ok,input|instruction|intro|output|subject
RWKU,Target/143_Christopher_Lloyd/pair_phi.json,.json,2542510,582,ok,id|intro|prompt|response|subject
RWKU,Target/143_Christopher_Lloyd/reject_phi.json,.json,143114,300,ok,input|instruction|intro|output|subject
RWKU,Target/143_Christopher_Lloyd/triviaqa.json,.json,60846,100,ok,answers|question|subject
RWKU,Target/143_Christopher_Lloyd/negative.json,.json,1142815,582,ok,id|intro|subject|text
RWKU,Target/143_Christopher_Lloyd/positive.json,.json,1067797,582,ok,id|intro|subject|text
RWKU,Target/143_Christopher_Lloyd/truthful.json,.json,68621,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/143_Christopher_Lloyd/pair.json,.json,2203154,582,ok,id|intro|prompt|response|subject
RWKU,Target/143_Christopher_Lloyd/neighbor_level1.json,.json,8755,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/188_Macaulay_Culkin/forget_level2.json,.json,2608,12,ok,answer|level|query|subject|type
RWKU,Target/188_Macaulay_Culkin/positive_phi.json,.json,1220417,582,ok,id|intro|subject|text
RWKU,Target/188_Macaulay_Culkin/retain_bbh.json,.json,271402,81,ok,answer|cot|question|subject|task
RWKU,Target/188_Macaulay_Culkin/forget_level1.json,.json,1789,8,ok,answer|level|query|subject|type
RWKU,Target/188_Macaulay_Culkin/passage.json,.json,16284,19,ok,subject|text
RWKU,Target/188_Macaulay_Culkin/retain_mmlu.json,.json,681994,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/188_Macaulay_Culkin/fluency.json,.json,13482,50,ok,instruction|subject
RWKU,Target/188_Macaulay_Culkin/intro.json,.json,191,1,ok,intro|target
RWKU,Target/188_Macaulay_Culkin/neighbor_level2.json,.json,7231,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/188_Macaulay_Culkin/forget_level3.json,.json,9951,36,ok,answer|level|query|subject|type
RWKU,Target/188_Macaulay_Culkin/forget_mia.json,.json,14830,16,ok,ngram|subject|text
RWKU,Target/188_Macaulay_Culkin/negative_phi.json,.json,1231531,582,ok,id|intro|subject|text
RWKU,Target/188_Macaulay_Culkin/retain_mia.json,.json,30558,36,ok,ngram|subject|text
RWKU,Target/188_Macaulay_Culkin/reject.json,.json,129998,300,ok,input|instruction|intro|output|subject
RWKU,Target/188_Macaulay_Culkin/pair_phi.json,.json,2445654,582,ok,id|intro|prompt|response|subject
RWKU,Target/188_Macaulay_Culkin/reject_phi.json,.json,131796,300,ok,input|instruction|intro|output|subject
RWKU,Target/188_Macaulay_Culkin/triviaqa.json,.json,55495,100,ok,answers|question|subject
RWKU,Target/188_Macaulay_Culkin/negative.json,.json,1046251,582,ok,id|intro|subject|text
RWKU,Target/188_Macaulay_Culkin/positive.json,.json,1073090,582,ok,id|intro|subject|text
RWKU,Target/188_Macaulay_Culkin/truthful.json,.json,67950,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/188_Macaulay_Culkin/pair.json,.json,2113047,582,ok,id|intro|prompt|response|subject
RWKU,Target/188_Macaulay_Culkin/neighbor_level1.json,.json,8392,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/198_Jamie_Foxx/forget_level2.json,.json,4576,20,ok,answer|level|query|subject|type
RWKU,Target/198_Jamie_Foxx/positive_phi.json,.json,1228949,582,ok,id|intro|subject|text
RWKU,Target/198_Jamie_Foxx/retain_bbh.json,.json,272907,81,ok,answer|cot|question|subject|task
RWKU,Target/198_Jamie_Foxx/forget_level1.json,.json,4014,18,ok,answer|level|query|subject|type
RWKU,Target/198_Jamie_Foxx/passage.json,.json,24276,38,ok,subject|text
RWKU,Target/198_Jamie_Foxx/retain_mmlu.json,.json,681983,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/198_Jamie_Foxx/fluency.json,.json,10404,50,ok,instruction|subject
RWKU,Target/198_Jamie_Foxx/intro.json,.json,164,1,ok,intro|target
RWKU,Target/198_Jamie_Foxx/neighbor_level2.json,.json,7416,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/198_Jamie_Foxx/forget_level3.json,.json,11265,40,ok,answer|level|query|subject|type
RWKU,Target/198_Jamie_Foxx/forget_mia.json,.json,19937,20,ok,ngram|subject|text
RWKU,Target/198_Jamie_Foxx/negative_phi.json,.json,1239628,582,ok,id|intro|subject|text
RWKU,Target/198_Jamie_Foxx/retain_mia.json,.json,31199,35,ok,ngram|subject|text
RWKU,Target/198_Jamie_Foxx/reject.json,.json,121234,300,ok,input|instruction|intro|output|subject
RWKU,Target/198_Jamie_Foxx/pair_phi.json,.json,2465193,582,ok,id|intro|prompt|response|subject
RWKU,Target/198_Jamie_Foxx/reject_phi.json,.json,132379,300,ok,input|instruction|intro|output|subject
RWKU,Target/198_Jamie_Foxx/triviaqa.json,.json,55750,100,ok,answers|question|subject
RWKU,Target/198_Jamie_Foxx/negative.json,.json,1140084,582,ok,id|intro|subject|text
RWKU,Target/198_Jamie_Foxx/positive.json,.json,1139863,582,ok,id|intro|subject|text
RWKU,Target/198_Jamie_Foxx/truthful.json,.json,66001,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/198_Jamie_Foxx/pair.json,.json,2276563,582,ok,id|intro|prompt|response|subject
RWKU,Target/198_Jamie_Foxx/neighbor_level1.json,.json,8355,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/108_Hulk_Hogan/forget_level2.json,.json,4474,20,ok,answer|level|query|subject|type
RWKU,Target/108_Hulk_Hogan/positive_phi.json,.json,1243335,582,ok,id|intro|subject|text
RWKU,Target/108_Hulk_Hogan/retain_bbh.json,.json,275035,81,ok,answer|cot|question|subject|task
RWKU,Target/108_Hulk_Hogan/forget_level1.json,.json,3800,18,ok,answer|level|query|subject|type
RWKU,Target/108_Hulk_Hogan/passage.json,.json,111911,214,ok,subject|text
RWKU,Target/108_Hulk_Hogan/retain_mmlu.json,.json,677635,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/108_Hulk_Hogan/fluency.json,.json,10456,50,ok,instruction|subject
RWKU,Target/108_Hulk_Hogan/intro.json,.json,162,1,ok,intro|target
RWKU,Target/108_Hulk_Hogan/neighbor_level2.json,.json,6552,24,ok,answer|level|neighbor|query|subject|type
RWKU,Target/108_Hulk_Hogan/forget_level3.json,.json,11096,40,ok,answer|level|query|subject|type
RWKU,Target/108_Hulk_Hogan/forget_mia.json,.json,52844,57,ok,ngram|subject|text
RWKU,Target/108_Hulk_Hogan/negative_phi.json,.json,1246418,582,ok,id|intro|subject|text
RWKU,Target/108_Hulk_Hogan/retain_mia.json,.json,33522,36,ok,ngram|subject|text
RWKU,Target/108_Hulk_Hogan/reject.json,.json,124747,300,ok,input|instruction|intro|output|subject
RWKU,Target/108_Hulk_Hogan/pair_phi.json,.json,2486369,582,ok,id|intro|prompt|response|subject
RWKU,Target/108_Hulk_Hogan/reject_phi.json,.json,129130,300,ok,input|instruction|intro|output|subject
RWKU,Target/108_Hulk_Hogan/triviaqa.json,.json,64295,100,ok,answers|question|subject
RWKU,Target/108_Hulk_Hogan/negative.json,.json,1093059,582,ok,id|intro|subject|text
RWKU,Target/108_Hulk_Hogan/positive.json,.json,1225832,582,ok,id|intro|subject|text
RWKU,Target/108_Hulk_Hogan/truthful.json,.json,71368,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/108_Hulk_Hogan/pair.json,.json,2315507,582,ok,id|intro|prompt|response|subject
RWKU,Target/108_Hulk_Hogan/neighbor_level1.json,.json,7074,25,ok,answer|level|neighbor|query|subject|type
